study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA513845	SAMN10713964	SRS4236065	SRX5232627	SRR8423834	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423834/SRR8423834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423834/SRR8423834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423834/SRR8423834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423834/SRR8423834_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423834	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423834		
PRJNA513845	SAMN10713963	SRS4236066	SRX5232626	SRR8423835	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423835/SRR8423835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423835/SRR8423835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423835/SRR8423835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423835/SRR8423835_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423835	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423835		
PRJNA513845	SAMN10713975	SRS4236084	SRX5232625	SRR8423836	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423836/SRR8423836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423836/SRR8423836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423836/SRR8423836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423836/SRR8423836_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423836	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423836		
PRJNA513845	SAMN10713976	SRS4236085	SRX5232624	SRR8423837	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423837/SRR8423837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423837/SRR8423837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423837/SRR8423837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423837/SRR8423837_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423837	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423837		
PRJNA513845	SAMN10713950	SRS4236076	SRX5232623	SRR8423838	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423838/SRR8423838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423838/SRR8423838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423838/SRR8423838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423838/SRR8423838_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423838	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423838		
PRJNA513845	SAMN10713951	SRS4236079	SRX5232622	SRR8423839	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423839/SRR8423839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423839/SRR8423839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423839/SRR8423839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423839/SRR8423839_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423839	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423839		
PRJNA513845	SAMN10713971	SRS4236090	SRX5232621	SRR8423840	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423840/SRR8423840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423840/SRR8423840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423840/SRR8423840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423840/SRR8423840_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423840	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423840		
PRJNA513845	SAMN10713972	SRS4236088	SRX5232620	SRR8423841	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423841/SRR8423841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423841/SRR8423841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423841/SRR8423841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423841/SRR8423841_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423841	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423841		
PRJNA513845	SAMN10713973	SRS4236082	SRX5232619	SRR8423842	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423842/SRR8423842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423842/SRR8423842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423842/SRR8423842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423842/SRR8423842_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423842	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423842		
PRJNA513845	SAMN10713974	SRS4236083	SRX5232618	SRR8423843	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423843/SRR8423843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423843/SRR8423843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423843/SRR8423843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423843/SRR8423843_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423843	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423843		
PRJNA513845	SAMN10713952	SRS4236078	SRX5232617	SRR8423844	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423844/SRR8423844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423844/SRR8423844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423844/SRR8423844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423844/SRR8423844_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423844	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423844		
PRJNA513845	SAMN10713953	SRS4236086	SRX5232616	SRR8423845	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423845/SRR8423845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423845/SRR8423845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423845/SRR8423845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423845/SRR8423845_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423845	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423845		
PRJNA513845	SAMN10713957	SRS4236072	SRX5232615	SRR8423846	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423846/SRR8423846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423846/SRR8423846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423846/SRR8423846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423846/SRR8423846_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423846	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423846		
PRJNA513845	SAMN10713958	SRS4236071	SRX5232614	SRR8423847	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423847/SRR8423847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423847/SRR8423847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423847/SRR8423847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423847/SRR8423847_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423847	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423847		
PRJNA513845	SAMN10713955	SRS4236081	SRX5232613	SRR8423848	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423848/SRR8423848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423848/SRR8423848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423848/SRR8423848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423848/SRR8423848_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423848	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423848		
PRJNA513845	SAMN10713956	SRS4236073	SRX5232612	SRR8423849	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423849/SRR8423849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423849/SRR8423849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423849/SRR8423849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423849/SRR8423849_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423849	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423849		
PRJNA513845	SAMN10713952	SRS4236078	SRX5232611	SRR8423850	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423850/SRR8423850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423850/SRR8423850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423850/SRR8423850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423850/SRR8423850_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423850	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423850		
PRJNA513845	SAMN10713954	SRS4236080	SRX5232610	SRR8423851	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423851/SRR8423851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423851/SRR8423851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423851/SRR8423851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423851/SRR8423851_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423851	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423851		
PRJNA513845	SAMN10713950	SRS4236076	SRX5232609	SRR8423852	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423852/SRR8423852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423852/SRR8423852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423852/SRR8423852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423852/SRR8423852_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423852	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423852		
PRJNA513845	SAMN10713951	SRS4236079	SRX5232608	SRR8423853	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423853/SRR8423853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423853/SRR8423853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423853/SRR8423853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423853/SRR8423853_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423853	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423853		
PRJNA513845	SAMN10713959	SRS4236070	SRX5232607	SRR8423854	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423854/SRR8423854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423854/SRR8423854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423854/SRR8423854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423854/SRR8423854_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423854	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423854		
PRJNA513845	SAMN10713960	SRS4236069	SRX5232606	SRR8423855	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423855/SRR8423855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423855/SRR8423855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423855/SRR8423855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423855/SRR8423855_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423855	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423855		
PRJNA513845	SAMN10713967	SRS4236075	SRX5232605	SRR8423856	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423856/SRR8423856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423856/SRR8423856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423856/SRR8423856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423856/SRR8423856_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423856	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423856		
PRJNA513845	SAMN10713966	SRS4236074	SRX5232604	SRR8423857	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423857/SRR8423857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423857/SRR8423857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423857/SRR8423857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423857/SRR8423857_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423857	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423857		
PRJNA513845	SAMN10713968	SRS4236077	SRX5232602	SRR8423859	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423859/SRR8423859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423859/SRR8423859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423859/SRR8423859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423859/SRR8423859_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423859	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423859		
PRJNA513845	SAMN10713971	SRS4236090	SRX5232601	SRR8423860	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423860/SRR8423860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423860/SRR8423860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423860/SRR8423860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423860/SRR8423860_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423860	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423860		
PRJNA513845	SAMN10713973	SRS4236082	SRX5232599	SRR8423862	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423862/SRR8423862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423862/SRR8423862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423862/SRR8423862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423862/SRR8423862_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423862	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423862		
PRJNA513845	SAMN10713972	SRS4236088	SRX5232598	SRR8423863	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423863/SRR8423863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423863/SRR8423863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423863/SRR8423863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423863/SRR8423863_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423863	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423863		
PRJNA513845	SAMN10713975	SRS4236084	SRX5232597	SRR8423864	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423864/SRR8423864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423864/SRR8423864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423864/SRR8423864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8423864/SRR8423864_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423864	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/004/SRR8423864		
PRJNA513845	SAMN10713974	SRS4236083	SRX5232596	SRR8423865	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423865/SRR8423865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423865/SRR8423865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423865/SRR8423865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8423865/SRR8423865_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423865	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/005/SRR8423865		
PRJNA513845	SAMN10713950	SRS4236076	SRX5232595	SRR8423866	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423866/SRR8423866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423866/SRR8423866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423866/SRR8423866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8423866/SRR8423866_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423866	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/006/SRR8423866		
PRJNA513845	SAMN10713951	SRS4236079	SRX5232594	SRR8423867	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423867/SRR8423867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423867/SRR8423867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423867/SRR8423867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8423867/SRR8423867_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423867	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/007/SRR8423867		
PRJNA513845	SAMN10713976	SRS4236085	SRX5232593	SRR8423868	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423868/SRR8423868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423868/SRR8423868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423868/SRR8423868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8423868/SRR8423868_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423868	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/008/SRR8423868		
PRJNA513845	SAMN10713977	SRS4236087	SRX5232592	SRR8423869	408172	marine metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423869/SRR8423869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423869/SRR8423869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423869/SRR8423869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8423869/SRR8423869_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423869	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/009/SRR8423869		
PRJNA513845	SAMN10713955	SRS4236081	SRX5232591	SRR8423870	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423870/SRR8423870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423870/SRR8423870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423870/SRR8423870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8423870/SRR8423870_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423870	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/000/SRR8423870		
PRJNA513845	SAMN10713956	SRS4236073	SRX5232590	SRR8423871	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423871/SRR8423871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423871/SRR8423871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423871/SRR8423871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8423871/SRR8423871_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423871	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/001/SRR8423871		
PRJNA513845	SAMN10713952	SRS4236078	SRX5232589	SRR8423872	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423872/SRR8423872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423872/SRR8423872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423872/SRR8423872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8423872/SRR8423872_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423872	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/002/SRR8423872		
PRJNA513845	SAMN10713954	SRS4236080	SRX5232588	SRR8423873	408172	marine metagenome	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423873/SRR8423873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423873/SRR8423873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423873/SRR8423873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8423873/SRR8423873_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423873	ftp.sra.ebi.ac.uk/vol1/srr/SRR842/003/SRR8423873		
