Genus	Basepaws_WGS1_Kraken2.kreport	Basepaws_WGS2_Kraken2.kreport	Bristle1_Kraken2.kreport	Kean5_Kraken2.kreport	Kean6a_Kraken2.kreport	Kean6b_Kraken2.kreport	Nebula_lcWGS_Kraken2.kreport	Ombre5_Kraken2.kreport	Ombre6_Kraken2.kreport	PetQCheck1_Kraken2.kreport	PetQCheck2_Kraken2.kreport	PetQCheck3_Kraken2.kreport	PetQCheck4_Kraken2.kreport	Psomagen1a_Kraken2.kreport	Psomagen1b_Kraken2.kreport	Psomagen2_Kraken2.kreport	Psomagen3_Kraken2.kreport	Psomagen4_Kraken2.kreport	SequencingDotCom_WGS_Kraken2.kreport	thryve2_Kraken2.kreport	thryve3a_Kraken2.kreport	thryve3b_Kraken2.kreport	thryve4_Kraken2.kreport	uBiome_Fecal2013_Kraken2.kreport	uBiome_Fecal2014_Kraken2.kreport	uBiome_Fecal2019_Kraken2.kreport	uBiome_Oral2014_Kraken2.kreport	uBiome_Oral2019_Kraken2.kreport	Veritas_WGS_Kraken2.kreport
Magnetococcus	99	1536	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
Parvularcula	47	1472	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	1	0	0	0	0	2
Burkholderia	412500	215007	32	1	15	0	68	0	0	2	3	0	0	0	0	0	0	0	679	0	0	0	0	2	0	0	0	6	485
Cupriavidus	119996	191100	6	0	1	0	11	1	1	1044	1626	1174	363	0	0	0	0	0	243	0	1	0	1	2	0	0	0	1	108
Ralstonia	12006	113442	6	0	5	0	12	0	0	2	3	0	0	0	0	0	0	0	125	0	0	0	13	0	0	0	0	0	23
Paraburkholderia	2771	104268	7	3	5	0	13	0	0	0	0	0	0	1	0	0	0	0	191	0	0	0	0	2	0	0	0	0	106
Pandoraea	806	80210	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	160
Polynucleobacter	630	18813	9	11	63	0	2	2	0	0	0	0	0	15	0	0	0	0	111	3	2	0	0	1	1	0	0	0	7
Caballeronia	150	2143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
Mycoavidus	81	2953	0	5	14	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	2	1
Ephemeroptericola	72	5954	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
Lautropia	60	101328	86	0	1	0	48	0	0	0	0	0	0	0	0	0	0	0	9788	1	0	0	0	1	0	0	175	533	25
Mycetohabitans	58	3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Variovorax	1228	375522	8	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	100
Acidovorax	833	465380	11	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	59
Hydrogenophaga	693	261652	5	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	23
Comamonas	606	480898	2	0	1	0	7	0	0	0	1	0	1	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	24
Rhodoferax	373	181949	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	12
Delftia	306	127703	4	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	8
Polaromonas	233	110824	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	61	0	0	0	0	0	0	0	0	0	12
Ramlibacter	175	68583	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	3
Ottowia	161	426056	4	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	14
Limnohabitans	131	57287	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2
Pulveribacter	111	79341	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	3
Simplicispira	96	58415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Verminephrobacter	92	58663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	15
Alicycliphilus	75	59276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	2
Curvibacter	59	23857	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Melaminivora	56	66176	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1
Serpentinomonas	54	116573	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2
Hylemonella	38	45653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Diaphorobacter	30	11810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusSymbiobacter	28	10848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Bordetella	1570	178854	5	1	11	0	14	0	0	0	0	0	1	3	0	0	0	0	238	0	0	0	0	1	0	1	0	119	144
Achromobacter	1225	165077	6	31	166	0	13	5	0	0	0	0	0	52	0	0	0	0	105	1	1	4	0	1	0	0	0	0	28
Alcaligenes	582	48295	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	27
Taylorella	190	1383	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	2
Pelistega	172	454	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	1
Pigmentiphaga	167	20973	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	13
Advenella	164	12190	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	7
Pusillimonas	152	19007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Orrella	54	10517	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1
Kerstersia	53	18064	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3
Castellaniella	50	17790	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
Oligella	40	2784	0	2	4	0	0	0	0	1	0	3	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Basilea	34	312	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	2
Paenalcaligenes	27	1371	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Massilia	1119	104736	12	1	6	0	21	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	290
Janthinobacterium	765	67245	13	0	4	0	10	0	0	3	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	46
Undibacterium	762	10501	0	4	28	0	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4
Herbaspirillum	477	69191	2	0	17	0	2	0	0	3	0	3	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	20
Collimonas	361	34159	3	1	37	0	5	1	0	0	3	3	0	2	0	0	0	0	30	2	1	1	0	0	0	0	0	0	10
Herminiimonas	93	9464	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
Noviherbaspirillum	74	11224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Oxalobacter	20	1619	0	19	1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomonas	250	59090	0	1	1	0	8	0	0	1	2	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	1	6
Methylibium	239	21015	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	24	0	1	0	0	5	0	0	0	0	2
Roseateles	151	21431	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	2
Sphaerotilus	150	20287	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3
Mitsuaria	128	16138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	4
Paucibacter	98	39882	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	11
Aquabacterium	78	15236	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Leptothrix	75	24210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Rhizobacter	75	20345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
Rubrivivax	73	25211	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
Inhella	69	24690	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	2
Xylophilus	65	35504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
Sutterella	47	10391	0	5	3	0	3	3	0	1	1	0	1	0	0	0	0	0	19	1	0	0	2	8	0	0	0	0	3
Neisseria	1291	2792865	23642	1	5	0	23643	0	0	0	1	3	1	3	0	0	0	0	90941	0	0	0	0	0	0	0	17	296	387
Snodgrassella	137	12093	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
Vitreoscilla	104	41975	2	1	10	0	7	0	0	1	0	0	1	1	0	0	0	0	19	0	0	0	0	0	0	0	0	37	2
Eikenella	88	299870	160	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	5112	0	0	0	0	0	2	0	38	65	7
Chitinolyticbacter	69	7367	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Simonsiella	68	6644	16	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	1	2	0
Kingella	60	19856	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	1
Crenobacter	48	12226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Chromobacterium	504	86347	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	18
Iodobacter	129	2527	0	0	0	0	5	0	0	2	0	3	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1
Aquitalea	327	45599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4
Pseudogulbenkiania	92	14794	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	2
Laribacter	82	17455	0	0	3	0	0	0	0	0	1	0	1	1	0	0	0	0	14	0	0	0	0	0	1	0	0	0	4
Microvirgula	52	9289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1	0
Aquaspirillum	48	30382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2
Vogesella	46	16342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	2
Jeongeupia	39	7495	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Nitrosomonas	1108	8689	4	10	85	0	3	1	0	0	2	1	0	11	0	0	0	0	70	0	3	0	1	3	1	0	0	1	12
Nitrosospira	170	9436	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1
CandidatusMethylopumilus	443	5445	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	3
Methylotenera	157	4172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	3
Methylophilus	104	4939	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7
Methylobacillus	57	6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Methylovorus	44	9644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
Sterolibacterium	316	13125	1	5	26	0	2	0	0	1	4	1	1	2	0	0	0	0	6	0	0	0	0	4	0	0	0	0	5
Denitratisoma	142	10354	1	1	11	0	0	0	0	1	1	0	1	1	0	0	0	0	38	0	0	0	0	2	0	0	0	0	4
Methyloversatilis	85	8794	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1
Sulfuritalea	74	8075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
Sulfuriferula	161	14863	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	2	1	6
Sulfuricella	68	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
Gallionella	54	5541	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Ferriphaselus	53	5226	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Sideroxydans	30	5347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiobacillus	35	5674	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0
Sulfuritortus	7	15114	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Thauera	741	60908	4	1	9	0	3	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	13
Azoarcus	688	75610	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	13
Azospira	62	16516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3
Oryzomicrobium	56	9030	1	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
Aromatoleum	41	3385	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3
Dechloromonas	77	14469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2
CandidatusKinetoplastibacterium	495	5115	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	1	18
CandidatusAccumulibacter	69	10681	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Casimicrobium	69	7438	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
CandidatusProfftella	51	1694	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2
CandidatusNasuia	25	33	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Klebsiella	462405	31634	195	2	9	0	141	1	0	1	2	0	0	4	0	0	0	0	148	0	0	0	3	1	0	1	3	1	4009
Salmonella	10157	24830	9	44	174	0	4	0	0	6	5	2	1	30	0	0	0	0	133	0	1	2	13	4	2	1	0	28	48
Enterobacter	2543	37962	15	3	21	0	8	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	2	0	0	1	16	315
Escherichia	1894	18601	6	46	201	0	3	2	0	6	7	6	1	29	0	0	0	0	117	0	1	1	15	36	8	38	6	86	48
Citrobacter	1506	28483	9	0	2	0	9	0	0	0	0	0	0	1	0	0	0	0	144	0	0	0	0	0	0	0	0	0	116
CandidatusBlochmannia	587	1325	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	25
CandidatusHamiltonella	184	703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10
CandidatusTachikawaea	133	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
CandidatusGullanella	53	136	1	24	80	0	1	0	0	0	2	1	1	12	0	0	0	0	15	1	0	2	0	0	0	0	0	0	5
CandidatusPurcelliella	44	491	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0
CandidatusAnnandia	38	101	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	33	1
CandidatusDoolittlea	23	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CandidatusMikella	20	53	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
CandidatusHoaglandella	8	109	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Buttiauxella	1238	1169	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1
Kosakonia	743	13548	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	23
Pluralibacter	508	6209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Cedecea	385	6091	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	3
Leclercia	381	11305	3	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	9	13
Cronobacter	364	16343	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	20
Raoultella	339	12585	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	32
Lelliottia	308	5634	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	7
CandidatusRiesia	132	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	14
Limnobaculum	122	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Shigella	112	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	1	3
Shimwellia	108	2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Kluyvera	107	2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
Atlantibacter	61	3274	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	2
Gibbsiella	52	6702	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
Izhakiella	52	1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
CandidatusIshikawaella	37	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
CandidatusMoranella	21	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudescherichia	14	3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Metakosakonia	2	772	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia	9340	65305	158	0	2	0	26	0	0	0	2	1	0	0	0	0	0	0	1131	0	0	0	0	0	0	0	0	0	128
Yersinia	1821	23442	11	1	3	0	11	1	0	0	1	0	0	0	0	0	0	0	257	0	0	0	3	0	0	0	0	0	51
Rahnella	295	5162	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	8	0	44	11
Chania	128	1313	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Nissabacter	106	7725	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4
CandidatusFukatsuia	83	692	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0
Rouxiella	72	808	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	3
Buchnera	3074	11395	12	1	7	0	5	0	1	1	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	4	0	1	95
Pantoea	1698	41507	8	2	8	0	15	0	1	0	1	0	0	2	0	0	0	0	116	0	0	2	0	0	0	0	0	0	34
Erwinia	1505	23093	2	2	3	0	39	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	2	224
Tatumella	309	2775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	9
Mixta	290	12461	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	4
Wigglesworthia	155	189	0	2	7	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Proteus	2234	9704	23	1	5	0	15	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	1	0	1	0	0	106
Providencia	2020	12224	8	0	0	0	809	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	68
Xenorhabdus	868	9408	1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	5
Photorhabdus	546	2874	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	6
Arsenophonus	372	2526	0	2	68	0	0	1	12	2	0	0	0	9	0	0	0	0	14	1	4	9	76	5	0	0	6	48	4
Morganella	241	5207	0	0	5	0	3	0	0	0	0	1	0	1	0	0	0	0	24	0	0	0	1	0	0	0	0	0	16
Dickeya	1041	27366	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	1	0	0	0	0	0	21
Pectobacterium	855	12887	6	11	58	0	11	4	0	0	0	0	0	6	0	0	0	0	104	0	4	3	0	3	0	1	0	2	42
Brenneria	312	10156	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	7
Sodalis	169	15329	2	2	24	0	4	0	0	2	0	0	1	1	0	0	0	0	30	0	0	0	0	0	0	0	0	5	8
Lonsdalea	53	1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Hafnia	724	5327	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	158
Edwardsiella	567	14538	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	14
Obesumbacterium	160	1537	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
Pragia	276	1996	3	0	51	0	3	0	0	1	0	0	0	4	0	0	0	0	33	0	0	0	2	7	0	0	0	0	2
Leminorella	133	1792	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
Plesiomonas	95	6596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8
Phytobacter	43	1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
Pseudomonas	70106	999902	99	3	35	0	229	0	0	1	3	2	335	8	0	0	0	0	5688	1	0	1	0	20	2	1	1	14	10801
Azotobacter	321	25699	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	4
Oblitimonas	104	1723	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Permianibacter	70	5381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
Acinetobacter	9872	53421	35	5	131	0	61	0	0	0	0	2	0	11	0	0	0	0	904	22	27	27	3	3	1	5	2	299	294
Moraxella	1010	18099	4	0	1	0	21	0	1	0	0	0	0	0	0	0	0	0	74	0	0	0	0	1	0	0	0	0	9
Psychrobacter	781	19073	11	2	22	0	9	2	3	0	0	0	0	5	0	0	0	0	178	4	3	4	0	2	0	3	0	11	27
Xanthomonas	19234	478774	9	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	3751
Stenotrophomonas	1601	418977	14	0	3	0	34	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	4	1	0	0	0	287
Lysobacter	647	334750	11	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	1	0	0	0	0	73
Luteimonas	343	159417	2	0	3	0	5	0	0	0	1	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	4
Thermomonas	181	22206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1
Xylella	174	9976	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	3
Pseudoxanthomonas	131	82690	1	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	4
Pseudolysobacter	100	28032	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
Arenimonas	16	34155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
Dyella	224	55745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	4
Rhodanobacter	180	41727	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2
Frateuria	59	23617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
Ahniella	49	21552	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	3
Luteibacter	45	20150	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5
Dokdonella	41	41912	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	3
